Date,EURUSD=X,JPM,MSFT,SHEL,^GSPC,^TNX
2015-01-05,-0.011897438565102713,-0.03153739848742509,-0.00923815575802281,-0.04864059112133091,-0.01844721353258727,-0.000839998722076416
2015-01-06,-0.0006210645277236351,-0.026271171105673157,-0.014786294627717668,-0.012301060298162622,-0.00893325469070017,-0.0007599997520446778
2015-01-07,-0.00534627617400705,0.0015247113050419114,0.012625087197626563,0.011517060373118839,0.011562735844876304,-9.000062942504883e-05
2015-01-08,-0.0033195730466938967,0.022100615300817153,0.028994117870215514,0.020033223299029373,0.01773016812715569,0.0006200003623962402
2015-01-09,-0.0033794393820058676,-0.017539859549631807,-0.008440781634498322,-0.012687358043703877,-0.008439322147078786,-0.00045000076293945314
2015-01-12,0.006307137852062381,-0.00863168412698889,-0.012581372636195956,-0.020291945557372827,-0.008126616843470486,-0.0005900001525878906
2015-01-13,-0.003306367396404937,0.00016977455267339544,-0.005163564932032563,0.0007941044408962055,-0.0025818854358163217,-0.0002199995517730713
2015-01-14,-0.004509498516605509,-0.03510954608556947,-0.008665897176736565,-0.011016226210272347,-0.00583002896797565,-0.0005299997329711914
2015-01-15,0.0006480468848150304,-0.03256123256374703,-0.010498282479238095,0.003525291870896876,-0.009290903004567546,-0.0006200003623962402
2015-01-16,-0.012683432307938381,0.01694989052353024,0.016572024736486664,0.02963198670549154,0.013334893186267299,0.0004000008106231689
2015-01-20,-0.003392299539115276,-0.003941585182938054,0.0032390242609011224,0.0031011290410042293,0.001548752433400387,-8.000016212463379e-05
2015-01-21,-0.004409093556812298,0.0032259454958973683,-0.010183393526580474,0.015821317006523547,0.004720465022189361,0.0004600000381469727
2015-01-22,0.005906263803163871,0.029963530271461553,0.026009448159831493,0.0036504117030086956,0.015154313070630327,0.00042999982833862304
2015-01-23,-0.02339614797820338,-0.015927359489042534,0.0010600285880006523,-0.010225215385707585,-0.005506656279301935,-0.0007899999618530273
2015-01-26,-0.019695673188945495,0.0015863512487882545,-0.0036099697041432665,0.01914375418630686,0.0025651679986232745,0.00010999917984008789
2015-01-27,0.01092915671812222,-0.010090970164701717,-0.09709883369173303,0.003605506151027557,-0.013478287815857576,-2.9999017715454102e-05
2015-01-28,0.01058356411852316,-0.02613962493643502,-0.035065931665583513,-0.039454745761624506,-0.01358750281102202,-0.0010100007057189941
2015-01-29,-0.007587187178921266,0.016664123228870193,0.019712279978563976,-0.028478519159888728,0.00948951705826357,0.00027000069618225096
2015-01-30,0.004783451539234167,-0.023444744720512955,-0.03907792410542502,-0.01389819649083355,-0.013077099006318498,-0.0007600009441375733
2015-02-02,-0.002343696043751205,0.01984548371357207,0.021548370417562926,0.02395818748223635,0.012879170000215516,-1.999974250793457e-05
2015-02-03,0.002887982175268975,0.022284505225930028,0.007722146394262319,0.06251103970985898,0.014336238577453099,0.0010699999332427978
2015-02-04,0.010145404662095805,-0.006012336805624717,0.0057523782935786395,-0.02386511496376091,-0.0041647065724529616,0.0001700007915496826
2015-02-05,-0.012173604340968083,0.006893564458901993,0.014474537122345324,0.021024986578702703,0.010238810710909235,0.00018000006675720215
2015-02-06,0.013446211575507286,0.019536913355821705,-0.0009427545345100553,-0.008568291330338566,-0.00342402761187852,0.0012299990653991699
2015-02-09,-0.013830915005197415,-0.0012100662952658032,-0.0011795355674262618,0.007220189345749878,-0.004256239310481708,9.999990463256836e-05
2015-02-10,0.001109465116006892,0.011007974447842002,0.005649145831032689,-0.009638652590520633,0.010618979554062366,0.00043000102043151857
2015-02-11,-0.00044170100234545756,-0.0015408095259860537,-0.005177736161855704,-0.007395810787125206,-2.9034010158247172e-05,-3.000020980834961e-05
2015-02-12,-0.000882723133711319,0.020349989326899017,0.016614900764770357,0.010614109077383064,0.009598295065916026,-2.0000934600830078e-05
2015-02-13,0.008098083044709882,0.0016774662396311446,0.017939626663880763,0.014734716408213605,0.004066459227779422,0.0003499996662139893
2015-02-17,-0.006150598587159688,0.007180423032132852,0.00045886670747970437,0.0012054266299821412,0.0015962996977983961,0.0012400007247924804
2015-02-18,0.006219065644784293,-0.012220766491632357,-0.0011478175932857655,0.0021061564480479365,-0.00031435862322874816,-0.0007899999618530273
2015-02-19,-0.00041045440261669463,-0.002360813213770248,-0.00068901632752993,-0.022185973370863088,-0.0010626217157189283,0.00046999931335449217
2015-02-20,-0.0029256250068887004,0.009577388800642385,0.008241495359937194,0.011002487635677365,0.006107842721055837,0.00019999980926513672
2015-02-23,0.0012966795108525343,-0.007553729172895548,0.006590297058505652,-0.009620691365909186,-0.000303385211985694,-0.0007399988174438477
2015-02-24,-0.0042703336043747155,0.02446675125870689,-0.0013604490438753139,0.010987378097228304,0.002754972468831103,-0.0007099997997283935
